CONDITION,THERAPY,CODE_TYPE,CODE,CODE_DESCRIPTION
MULTIPLE_MYELOMA,cyclophosphamide,ndc,50742051902,"cyclophosphamide 200 mg/mL injection, solution [CYCLOPHOSPHAMIDE]"
MULTIPLE_MYELOMA,prednisone,ndc,51407035510,PredniSONE 1 mg/1 tablet [PredniSONE]
MULTIPLE_MYELOMA,prednisone,ndc,51407035901,
MULTIPLE_MYELOMA,prednisone,ndc,51655006821,PREDNISONE 5 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,51655020818,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,51655020820,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,51655020853,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,51655020854,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,51655034907,PREDNISONE 50 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,51655041053,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,51655072621,PredniSONE 10 mg/1 tablet [PredniSONE]
MULTIPLE_MYELOMA,prednisone,ndc,51655076052,
MULTIPLE_MYELOMA,prednisone,ndc,51655076352,PredniSONE 2.5 mg/1 tablet [PredniSONE]
MULTIPLE_MYELOMA,prednisone,ndc,51655093520,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,51655097251,PREDNISONE 10 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,51655098821,prednisone 5 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisolone,ndc,51662142901,"METHYLPREDNISOLONE ACETATE 40 mg/mL injection, suspension [METHYLPREDNISOLONE ACETATE]"
MULTIPLE_MYELOMA,prednisolone,ndc,00121077308,Prednisolone Sodium Phosphate 10 mg/5mL solution [Prednisolone Sodium Phosphate]
MULTIPLE_MYELOMA,doxorubicin,ndc,00143937201,"Doxorubicin Hydrochloride 2 mg/mL injection, solution [Adriamycin]"
MULTIPLE_MYELOMA,doxorubicin,ndc,00143954601,"Doxorubicin Hydrochloride 2 mg/mL injection, solution [Adriamycin]"
MULTIPLE_MYELOMA,doxorubicin,ndc,00143954810,"Doxorubicin Hydrochloride 2 mg/mL injection, solution [Adriamycin]"
MULTIPLE_MYELOMA,doxorubicin,ndc,00338006301,"doxorubicin hydrochloride 2 mg/mL injection, suspension, liposomal [DOXIL]"
MULTIPLE_MYELOMA,prednisone,ndc,00378064101,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,lenalidomide,ndc,00378194001,Lenalidomide 25 mg/1 capsule [Lenalidomide]
MULTIPLE_MYELOMA,lenalidomide,ndc,00378194021,Lenalidomide 25 mg/1 capsule [Lenalidomide]
MULTIPLE_MYELOMA,bortezomib,ndc,00409170301,"BORTEZOMIB 2.5 mg/1 injection, powder, lyophilized, for solution [BORTEZOMIB]"
MULTIPLE_MYELOMA,prednisone,ndc,00527293337,
MULTIPLE_MYELOMA,prednisone,ndc,00527293437,
MULTIPLE_MYELOMA,prednisolone,ndc,00527540668,Prednisolone 15 mg/5mL syrup [PrednisoLONE]
MULTIPLE_MYELOMA,doxorubicin,ndc,00574093125,"doxorubicin hydrochloride 2 mg/mL injection, suspension, liposomal [doxorubicin hydrochloride]"
MULTIPLE_MYELOMA,prednisone,ndc,00591544305,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,00603533521,Prednisone 1 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,00603533532,Prednisone 1 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,00615830739,PredniSONE 20 mg/1 tablet [PredniSONE]
MULTIPLE_MYELOMA,prednisone,ndc,00615839139,PredniSONE 10 mg/1 tablet [PredniSONE]
MULTIPLE_MYELOMA,prednisone,ndc,00615839530,Prednisone 5 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,dexamethasone,ndc,00641036725,Dexamethasone Sodium Phosphate 10 mg/mL injection [Dexamethasone Sodium Phosphate]
MULTIPLE_MYELOMA,prednisolone,ndc,00703004301,
MULTIPLE_MYELOMA,cyclophosphamide,ndc,00781324494,"cyclophosphamide 1 g/50mL injection, powder, for solution [Cyclophosphamide]"
MULTIPLE_MYELOMA,cyclophosphamide,ndc,00781325594,"cyclophosphamide 2 g/100mL injection, powder, for solution [Cyclophosphamide]"
MULTIPLE_MYELOMA,prednisolone,ndc,00781502207,
MULTIPLE_MYELOMA,dexamethasone,ndc,00781618667,ciprofloxacin and dexamethasone 3; 1 mg/mL; mg/mL suspension/ drops [Ciprofloxacin and Dexamethasone]
MULTIPLE_MYELOMA,cyclophosphamide,ndc,10019093601,"cyclophosphamide 1 g/50mL injection, powder, for solution [CYCLOPHOSPHAMIDE]"
MULTIPLE_MYELOMA,cyclophosphamide,ndc,10019093701,"cyclophosphamide 2 g/100mL injection, powder, for solution [CYCLOPHOSPHAMIDE]"
MULTIPLE_MYELOMA,cyclophosphamide,ndc,10019094401,"cyclophosphamide 1 g/50mL injection, powder, for solution [CYCLOPHOSPHAMIDE]"
MULTIPLE_MYELOMA,prednisone,ndc,10135077401,Prednisone 1 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisolone,ndc,11980018011,prednisolone acetate 10 mg/mL suspension/ drops [PRED FORTE]
MULTIPLE_MYELOMA,etoposide,ndc,16729011408,Etoposide 20 mg/mL injection [Etoposide]
MULTIPLE_MYELOMA,etoposide,ndc,16729011432,Etoposide 20 mg/mL injection [Etoposide]
MULTIPLE_MYELOMA,prednisolone,ndc,24208031705,Sulfacetamide Sodium and Prednisolone Sodium Phosphate 2.3; 100 mg/mL; mg/mL solution/ drops [Sulfacetamide Sodium and Prednisolone Sodium Phosphate]
MULTIPLE_MYELOMA,dexamethasone,ndc,24208079535,"Neomycin Sulfate, Polymyxin B Sulfate, and Dexamethasone 1; 3.5; 10000 mg/g; mg/g; [USP'U]/g ointment [Neomycin and Polymyxin B Sulfates and Dexamethasone]"
MULTIPLE_MYELOMA,dexamethasone,ndc,42195072121,[DEXAMETHASONE 6-Day]
MULTIPLE_MYELOMA,prednisone,ndc,42291076901,
MULTIPLE_MYELOMA,prednisone,ndc,42291077050,
MULTIPLE_MYELOMA,bendamustine,ndc,42367052125,bendamustine hydrochloride 100 mg/1 injection [BELRAPZO]
MULTIPLE_MYELOMA,prednisone,ndc,42708011521,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,42708016621,PREDNISONE 10 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisolone,ndc,42799081501,Prednisolone Sodium Phosphate 15 mg/5mL solution [Prednisolone Sodium Phosphate]
MULTIPLE_MYELOMA,prednisone,ndc,43063070309,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,43063070312,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,43063086630,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,43063086642,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,lenalidomide,ndc,43598051101,Lenalidomide 5 mg/1 capsule [Lenalidomide]
MULTIPLE_MYELOMA,lenalidomide,ndc,43598051263,Lenalidomide 10 mg/1 capsule [Lenalidomide]
MULTIPLE_MYELOMA,lenalidomide,ndc,43598051421,Lenalidomide 20 mg/1 capsule [Lenalidomide]
MULTIPLE_MYELOMA,prednisone,ndc,45865067040,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,doxorubicin,ndc,45963073368,"Doxorubicin hydrochloride 2 mg/mL injection, solution [Doxorubicin hydrochloride]"
MULTIPLE_MYELOMA,doxorubicin,ndc,47335005040,"Doxorubicin Hydrochloride 2 mg/mL injectable, liposomal [Doxorubicin Hydrochloride]"
MULTIPLE_MYELOMA,lenalidomide,ndc,47781048428,Lenalidomide 5 mg/1 capsule [LENALIDOMIDE]
MULTIPLE_MYELOMA,dexamethasone,ndc,48102005101,
MULTIPLE_MYELOMA,prednisolone,ndc,50090055900,Prednisolone Acetate 10 mg/mL suspension/ drops [Prednisolone Acetate]
MULTIPLE_MYELOMA,prednisolone,ndc,50090065502,Prednisolone 15 mg/5mL solution [Prednisolone]
MULTIPLE_MYELOMA,prednisone,ndc,50090313701,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,50090313707,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,50090333001,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,50090333002,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,50090333605,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,dexamethasone,ndc,50090354100,Dexamethasone Sodium Phosphate 10 mg/mL injection [Dexamethasone Sodium Phosphate]
MULTIPLE_MYELOMA,prednisolone,ndc,50090527500,prednisolone acetate 10 mg/mL suspension/ drops [PREDNISOLONE ACETATE]
MULTIPLE_MYELOMA,prednisone,ndc,50090612202,prednisone 20 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisolone,ndc,50383004224,[Prednisolone]
MULTIPLE_MYELOMA,prednisone,ndc,51407035601,PredniSONE 2.5 mg/1 tablet [PredniSONE]
MULTIPLE_MYELOMA,prednisone,ndc,51407035701,
MULTIPLE_MYELOMA,prednisone,ndc,51655020821,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,51655020855,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,51655070120,PredniSONE 20 mg/1 tablet [PredniSONE]
MULTIPLE_MYELOMA,dexamethasone,ndc,51662143201,"DEXAMETHASONE SODIUM PHOSPHATE 4 mg/mL injection, solution [DEXAMETHASONE SODIUM PHOSPHATE]"
MULTIPLE_MYELOMA,dexamethasone,ndc,52584023930,
MULTIPLE_MYELOMA,prednisone,ndc,54348050610,PREDNISONE 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,dexamethasone,ndc,55150023701,"DEXAMETHASONE SODIUM PHOSPHATE 4 mg/mL injection, solution [DEXAMETHASONE SODIUM PHOSPHATE]"
MULTIPLE_MYELOMA,prednisolone,ndc,55150026550,"Methylprednisolone Sodium Succinate 2 g/1 injection, powder, lyophilized, for solution [Methylprednisolone Sodium Succinate]"
MULTIPLE_MYELOMA,prednisone,ndc,55154356400,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,55154495000,PredniSONE 50 mg/1 tablet [PredniSONE]
MULTIPLE_MYELOMA,prednisone,ndc,55289033007,PredniSONE 10 mg/1 tablet [PredniSONE]
MULTIPLE_MYELOMA,dexamethasone,ndc,55289090310,Dexamethasone .75 mg/1 tablet [Dexamethasone]
MULTIPLE_MYELOMA,prednisone,ndc,55700020330,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,daratumumab,ndc,57894050205,"Daratumumab 100 mg/5mL injection, solution, concentrate [DARZALEX]"
MULTIPLE_MYELOMA,prednisolone,ndc,59212070212,"prednisolone sodium phosphate 30 mg/1 tablet, orally disintegrating [Orapred ODT]"
MULTIPLE_MYELOMA,lenalidomide,ndc,59572040228,Lenalidomide 2.5 mg/1 capsule [Revlimid]
MULTIPLE_MYELOMA,lenalidomide,ndc,59572042500,Lenalidomide 25 mg/1 capsule [Revlimid]
MULTIPLE_MYELOMA,pomalidomide,ndc,59572050100,pomalidomide 1 mg/1 capsule [Pomalyst]
MULTIPLE_MYELOMA,prednisone,ndc,59651048478,PREDNISONE 1 mg/1 tablet [PREDNISONE]
MULTIPLE_MYELOMA,prednisone,ndc,59651048801,PREDNISONE 20 mg/1 tablet [PREDNISONE]
MULTIPLE_MYELOMA,prednisone,ndc,59651048805,PREDNISONE 20 mg/1 tablet [PREDNISONE]
MULTIPLE_MYELOMA,prednisone,ndc,59651048978,PREDNISONE 50 mg/1 tablet [PREDNISONE]
MULTIPLE_MYELOMA,prednisone,ndc,59746017106,Prednisone 1 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisolone,ndc,59762005101,methylprednisolone 32 mg/1 tablet [Methylprednisolone]
MULTIPLE_MYELOMA,prednisone,ndc,60219170501,prednisone 1 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,60219170705,prednisone 10 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,dexamethasone,ndc,60219204301,dexamethasone 4 mg/1 tablet [dexamethasone]
MULTIPLE_MYELOMA,lenalidomide,ndc,60505453702,Lenalidomide 25 mg/1 capsule [Lenalidomide]
MULTIPLE_MYELOMA,prednisone,ndc,61919036521,PREDNISONE 5 mg/1 tablet [PREDNISONE]
MULTIPLE_MYELOMA,dexamethasone,ndc,62135011437,Dexamethasone .5 mg/5mL elixir [Dexamethasone]
MULTIPLE_MYELOMA,prednisone,ndc,62135047118,Prednisone 5 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,ixazomib,ndc,63020008002,
MULTIPLE_MYELOMA,ixazomib,ndc,63020039002,ixazomib 3 mg/1 capsule [NINLARO]
MULTIPLE_MYELOMA,prednisone,ndc,63187003730,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,63187006615,Prednisone 5 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,63187006642,Prednisone 5 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,63187008510,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,63187024305,PredniSONE 50 mg/1 tablet [PredniSONE]
MULTIPLE_MYELOMA,prednisone,ndc,63187030036,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,63187030040,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,dexamethasone,ndc,63187038324,Dexamethasone 2 mg/1 tablet [Dexamethasone]
MULTIPLE_MYELOMA,prednisone,ndc,63187080715,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,63187080721,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,63187099724,Prednisone 5 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,lenalidomide,ndc,63304004127,Lenalidomide 2.5 mg/1 capsule [Lenalidomide]
MULTIPLE_MYELOMA,lenalidomide,ndc,63304004622,Lenalidomide 25 mg/1 capsule [Lenalidomide]
MULTIPLE_MYELOMA,dexamethasone,ndc,63323016501,"DEXAMETHASONE SODIUM PHOSPHATE 4 mg/mL injection, solution [Dexamethasone Sodium Phosphate]"
MULTIPLE_MYELOMA,dexamethasone,ndc,63323051610,"DEXAMETHASONE SODIUM PHOSPHATE 10 mg/mL injection, solution [Dexamethasone Sodium Phosphate]"
MULTIPLE_MYELOMA,doxorubicin,ndc,63323088305,"DOXORUBICIN HYDROCHLORIDE 2 mg/mL injection, solution [Doxorubicin Hydrochloride]"
MULTIPLE_MYELOMA,prednisone,ndc,63629160502,Prednisone 5 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,63629160503,Prednisone 5 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,63629225501,Prednisone 1 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,63629225601,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,63629225701,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,dexamethasone,ndc,63629374200,Dexamethasone 4 mg/1 tablet [Dexamethasone]
MULTIPLE_MYELOMA,dexamethasone,ndc,63629412902,Dexamethasone .75 mg/1 tablet [Dexamethasone]
MULTIPLE_MYELOMA,dexamethasone,ndc,63629412904,Dexamethasone .75 mg/1 tablet [Dexamethasone]
MULTIPLE_MYELOMA,dexamethasone,ndc,63629785002,Dexamethasone 1 mg/1 tablet [Dexamethasone]
MULTIPLE_MYELOMA,prednisone,ndc,64380078308,PREDNISONE 5 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisolone,ndc,65162087110,Methylprednisolone 4 mg/1 tablet [Methylprednisolone]
MULTIPLE_MYELOMA,prednisolone,ndc,65162087140,Methylprednisolone 4 mg/1 tablet [Methylprednisolone]
MULTIPLE_MYELOMA,prednisone,ndc,66267017315,[Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,67296106509,[Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,67296108304,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,67296144402,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,67296145702,PREDNISONE 20 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisolone,ndc,67296165606,[Prednisolone]
MULTIPLE_MYELOMA,prednisone,ndc,67296176701,[PREDNISONE]
MULTIPLE_MYELOMA,melphalan,ndc,67457021501,Melphalan Hydrochloride   kit [Melphalan Hydrochloride]
MULTIPLE_MYELOMA,dexamethasone,ndc,67457042010,"Dexamethasone Sodium Phosphate 10 mg/mL injection, solution [Dexamethasone Sodium Phosphate]"
MULTIPLE_MYELOMA,dexamethasone,ndc,67457042254,"Dexamethasone Sodium Phosphate 4 mg/mL injection, solution [Dexamethasone Sodium Phosphate]"
MULTIPLE_MYELOMA,dexamethasone,ndc,67457048430,"Dexamethasone Sodium Phosphate 4 mg/mL injection, solution [Dexamethasone Sodium Phosphate]"
MULTIPLE_MYELOMA,prednisone,ndc,67544039960,Prednisone 5 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisolone,ndc,68001000501,Methylprednisolone 4 mg/1 tablet [Methylprednisolone]
MULTIPLE_MYELOMA,bortezomib,ndc,68001053436,"Bortezomib 3.5 mg/1 injection, powder, lyophilized, for solution [Bortezomib]"
MULTIPLE_MYELOMA,prednisolone,ndc,68071165005,Sulfacetamide Sodium and Prednisolone Sodium Phosphate 2.3; 100 mg/mL; mg/mL solution/ drops [Sulfacetamide Sodium and Prednisolone Sodium Phosphate]
MULTIPLE_MYELOMA,prednisone,ndc,68071220906,Prednisone 20 mg/1 tablet [PREDNISONE]
MULTIPLE_MYELOMA,dexamethasone,ndc,68071232105,Dexamethasone 4 mg/1 tablet [Dexamethasone]
MULTIPLE_MYELOMA,prednisone,ndc,68071266102,PREDNISONE 10 mg/1 tablet [PREDNISONE]
MULTIPLE_MYELOMA,dexamethasone,ndc,68071274401,dexamethasone 4 mg/1 tablet [dexamethasone]
MULTIPLE_MYELOMA,prednisone,ndc,68071277101,PREDNISONE 20 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,68071277106,PREDNISONE 20 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,68071278103,PREDNISONE 20 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,68071523304,Prednisone 10 mg/1 tablet [PREDNISONE]
MULTIPLE_MYELOMA,prednisolone,ndc,68180068955,
MULTIPLE_MYELOMA,prednisone,ndc,68788644008,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,68788644009,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,dexamethasone,ndc,68788714201,Dexamethasone 4 mg/1 tablet [Dexamethasone]
MULTIPLE_MYELOMA,dexamethasone,ndc,68788726702,Dexamethasone .75 mg/1 tablet [Dexamethasone]
MULTIPLE_MYELOMA,prednisolone,ndc,68788783302,METHYLPREDNISOLONE 4 mg/1 tablet [METHYLPREDNISOLONE]
MULTIPLE_MYELOMA,prednisone,ndc,68788811601,
MULTIPLE_MYELOMA,prednisone,ndc,68788821201,prednisone 20 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisolone,ndc,68788827602,methylprednisolone 4 mg/1 tablet [methylprednisolone]
MULTIPLE_MYELOMA,dexamethasone,ndc,69306011406,Dexamethasone 4 mg/1 tablet [Dexamethasone]
MULTIPLE_MYELOMA,doxorubicin,ndc,70121121807,"Doxorubicin 2 mg/mL injection, powder, lyophilized, for solution [Doxorubicin Hydrochloride]"
MULTIPLE_MYELOMA,prednisolone,ndc,70121155201,"Methylprednisolone acetate 80 mg/mL injection, suspension [Methylprednisolone acetate]"
MULTIPLE_MYELOMA,dexamethasone,ndc,70518041000,Dexamethasone Sodium Phosphate 1 mg/mL solution/ drops [Dexamethasone Sodium Phosphate]
MULTIPLE_MYELOMA,prednisone,ndc,70518112000,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,70518156100,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,70518291600,
MULTIPLE_MYELOMA,prednisone,ndc,70518291606,
MULTIPLE_MYELOMA,prednisolone,ndc,70518298200,Methylprednisolone 4 mg/1 tablet [Methylprednisolone]
MULTIPLE_MYELOMA,prednisone,ndc,70518313801,
MULTIPLE_MYELOMA,prednisone,ndc,70518340101,PREDNISONE 20 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,70518347601,PREDNISONE 10 mg/1 tablet [prednisone]
MULTIPLE_MYELOMA,prednisolone,ndc,70518362200,methylprednisolone 4 mg/1 tablet [methylprednisolone]
MULTIPLE_MYELOMA,dexamethasone,ndc,70529011201,[Neuromaquel Neuroma/Anti-Inflammatory System]
MULTIPLE_MYELOMA,lenalidomide,ndc,70771167801,LENALIDOMIDE 10 mg/1 capsule [LENALIDOMIDE]
MULTIPLE_MYELOMA,lenalidomide,ndc,70771168008,LENALIDOMIDE 20 mg/1 capsule [LENALIDOMIDE]
MULTIPLE_MYELOMA,lenalidomide,ndc,70771168101,LENALIDOMIDE 25 mg/1 capsule [LENALIDOMIDE]
MULTIPLE_MYELOMA,doxorubicin,ndc,70860020805,[Doxorubicin Hydrochloride]
MULTIPLE_MYELOMA,prednisone,ndc,70882011730,Prednisone 5 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,70934009621,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,70934009630,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,70954005830,Prednisone 5 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205008905,Prednisone 1 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205008906,Prednisone 1 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205008936,Prednisone 1 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205023906,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205023910,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205023920,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,71205023960,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,cyclophosphamide,ndc,54879002201,CYCLOPHOSPHAMIDE 50 mg/1 capsule [CYCLOPHOSPHAMIDE]
MULTIPLE_MYELOMA,dexamethasone,ndc,55150030425,Dexamethasone Sodium Phosphate 10 mg/mL injection [Dexamethasone Sodium Phosphate]
MULTIPLE_MYELOMA,prednisolone,ndc,55150031301,"Methylprednisolone Acetate 40 mg/mL injection, suspension [Methylprednisolone Acetate]"
MULTIPLE_MYELOMA,prednisolone,ndc,55154394005,"methylprednisolone sodium succinate 40 mg/mL injection, powder, for solution [Solu-Medrol]"
MULTIPLE_MYELOMA,dexamethasone,ndc,55154936405,"DEXAMETHASONE SODIUM PHOSPHATE 4 mg/mL injection, solution [Dexamethasone Sodium Phosphate]"
MULTIPLE_MYELOMA,dexamethasone,ndc,55289058215,Dexamethasone 4 mg/1 tablet [Dexamethasone]
MULTIPLE_MYELOMA,dexamethasone,ndc,55289090312,Dexamethasone .75 mg/1 tablet [Dexamethasone]
MULTIPLE_MYELOMA,prednisone,ndc,55700020318,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,55700020830,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,55700020860,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,thalidomide,ndc,59572021095,Thalidomide 100 mg/1 capsule [Thalomid]
MULTIPLE_MYELOMA,lenalidomide,ndc,59651034228,Lenalidomide 2.5 mg/1 capsule [Lenalidomide]
MULTIPLE_MYELOMA,lenalidomide,ndc,59651034407,Lenalidomide 10 mg/1 capsule [Lenalidomide]
MULTIPLE_MYELOMA,prednisone,ndc,59651048878,PREDNISONE 20 mg/1 tablet [PREDNISONE]
MULTIPLE_MYELOMA,prednisolone,ndc,59651049101,PREDNISOLONE 5 mg/1 tablet [PREDNISOLONE]
MULTIPLE_MYELOMA,prednisolone,ndc,59746000314,Methylprednisolone 16 mg/1 tablet [Methylprednisolone]
MULTIPLE_MYELOMA,prednisone,ndc,59746017306,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,60687013401,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisolone,ndc,60758011915,prednisolone acetate 10 mg/mL suspension/ drops [PREDNISOLONE ACETATE]
MULTIPLE_MYELOMA,prednisone,ndc,61919010810,PREDNISONE 20 mg/1 tablet [PREDNISONE]
MULTIPLE_MYELOMA,prednisone,ndc,61919010812,PREDNISONE 20 mg/1 tablet [PREDNISONE]
MULTIPLE_MYELOMA,prednisone,ndc,61919023515,PREDNISONE 10 mg/1 tablet [PREDNISONE]
MULTIPLE_MYELOMA,prednisone,ndc,61919032630,PREDNISONE 20 mg/1 tablet [PREDNISONE]
MULTIPLE_MYELOMA,dexamethasone,ndc,61919082715,DEXAMETHASONE 1.5 mg/1 tablet [DEXAMETHASONE]
MULTIPLE_MYELOMA,prednisolone,ndc,62135043730,Prednisolone 5 mg/1 tablet [Prednisolone]
MULTIPLE_MYELOMA,ixazomib,ndc,63020023002,ixazomib 2.3 mg/1 capsule [NINLARO]
MULTIPLE_MYELOMA,prednisone,ndc,63187003710,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,63187003742,Prednisone 10 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,63187006640,Prednisone 5 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,63187008505,Prednisone 20 mg/1 tablet [Prednisone]
MULTIPLE_MYELOMA,prednisone,ndc,63187024307,PredniSONE 50 mg/1 tablet [PredniSONE]
MULTIPLE_MYELOMA,prednisone,ndc,63187024320,PredniSONE 50 mg/1 tablet [PredniSONE]
MULTIPLE_MYELOMA,dexamethasone,ndc,63187049805,"Neomycin sulfate, Polymyxin B Sulfate and Dexamethasone 1; 3.5; 10000 mg/mL; mg/mL; [USP'U]/mL suspension/ drops [Neomycin Polymyxin B Sulfates and Dexamethasone]"
